"year"|"categ"|"year.1"
"2004 (77th)"|"SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award)"|"To STEVEN E. BOZE for the design and implementation of the DNF 001 multi-band digital audio noise suppressor. Designed in the early 1990s when digital signal processing was in its early stages, the real-time digital approach of the DNF 001 provided accurate filter response with minimal interaction, allowing noise attenuation with fewer artifacts. [Sound]"
"2004 (77th)"|"SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award)"|"To DR. CHRISTOPHER HICKS and DAVE BETTS for the design and implementation of the Cedar DNS 1000 multi-band digital noise suppressor. The Cedar DNS 1000 is specifically designed to reduce background noise from recorded motion picture dialog. With its precise filters it allows the frequency ranges to be altered or even cascaded to pinpoint and reduce the offending noise. [Sound]"
"2004 (77th)"|"SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award)"|"To NELSON TYLER for the development of the Tyler Gyroplatform boat mount stabilizing device for motion picture photography. As a pioneer in this area of motion picture technology, Tyler's 2-axis, hydraulically-powered camera mount successfully eliminates the pitch and roll associated with camera shots taken from a boat in the water. [Photography]"
"2004 (77th)"|"SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award)"|"To DR. JULIAN MORRIS, MICHAEL BIRCH, DR. PAUL SMYTH and PAUL TATE for the development of the Vicon motion capture technology. Vicon Motion Systems developed special-purpose cameras for motion capture with software systems that maximized their impact on the motion picture industry. [Digital Imaging Technology]"
"2004 (77th)"|"SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award)"|"To DR. JOHN O.B. GREAVES, NED PHIPPS, ANTONIE J. VAN DEN BOGERT and WILLIAM HAYES for the development of the Motion Analysis motion capture technology. Motion Analysis Corporation developed special-purpose cameras for motion capture with software systems that maximized their impact on the motion picture industry. [Digital Imaging Technology]"
"2004 (77th)"|"SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award)"|"To DR. NELS MADSEN, VAUGHN CATO, MATTHEW MADDEN and BILL LORTON for the development of the Giant Studios motion capture technology. The software solution created by Giant Studios applied a unique biometric approach that has influenced the development of motion capture technology for motion pictures. [Digital Imaging Technology]"
"2004 (77th)"|"SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award)"|"To ALAN KAPLER for the design and development of \"Storm,\" a software toolkit for artistic control of volumetric effects. \"Storm\" employs an efficient method for directly manipulating volumetric data to create effects such as clouds, water and avalanches with familiar operators inspired by image compositing and painting operations. [Digital Imaging Technology]"
"2004 (77th)"|"AWARD OF COMMENDATION"|"To Arthur Widmer for his lifetime of achievement in the science and technology of image compositing for motion pictures as exemplified by his significant contributions to the development of the Ultra Violet and the \"bluescreen\" compositing processes."
"2005 (78th)"|"ACTOR IN A LEADING ROLE"|"Philip Seymour Hoffman -- Capote  {\"Truman Capote\"}"
"2005 (78th)"|"ACTOR IN A SUPPORTING ROLE"|"George Clooney -- Syriana  {\"Bob Barnes\"}"
"2005 (78th)"|"ACTRESS IN A LEADING ROLE"|"Reese Witherspoon -- Walk the Line  {\"June Carter\"}"
"2005 (78th)"|"ACTRESS IN A SUPPORTING ROLE"|"Rachel Weisz -- The Constant Gardener  {\"Tessa Quayle\"}"
"2005 (78th)"|"ANIMATED FEATURE FILM"|"Wallace & Gromit in The Curse of the Were-Rabbit --  Nick Park and Steve Box"
"2005 (78th)"|"ART DIRECTION"|"Memoirs of a Geisha  -- Art Direction: John Myhre; Set Decoration: Gretchen Rau"
"2005 (78th)"|"CINEMATOGRAPHY"|"Memoirs of a Geisha  -- Dion Beebe"
"2005 (78th)"|"COSTUME DESIGN"|"Memoirs of a Geisha  -- Colleen Atwood"
"2005 (78th)"|"DIRECTING"|"Brokeback Mountain  -- Ang Lee"
"2005 (78th)"|"DOCUMENTARY (Feature)"|"March of the Penguins  -- Luc Jacquet and Yves Darondeau"
"2005 (78th)"|"FILM EDITING"|"Crash  -- Hughes Winborne"
"2005 (78th)"|"FOREIGN LANGUAGE FILM"|"Tsotsi  -- South Africa"
"2005 (78th)"|"MAKEUP"|"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe --  Howard Berger and Tami Lane"
"2005 (78th)"|"MUSIC (Original Score)"|"Brokeback Mountain --  Gustavo Santaolalla"
"2005 (78th)"|"MUSIC (Original Song)"|"\"It's Hard Out Here For A Pimp\" from Hustle & Flow  -- Music and Lyric by Jordan Houston, Cedric Coleman and Paul Beauregard"
"2005 (78th)"|"BEST PICTURE"|"Crash  -- Paul Haggis and Cathy Schulman, Producers"
"2005 (78th)"|"SHORT FILM (Animated)"|"The Moon and the Son: An Imagined Conversation --  John Canemaker and Peggy Stern"
"2005 (78th)"|"SHORT FILM (Live Action)"|"Six Shooter --  Martin McDonagh"
"2005 (78th)"|"SOUND EDITING"|"King Kong  -- Mike Hopkins and Ethan Van der Ryn"
"2005 (78th)"|"SOUND MIXING"|"King Kong  -- Christopher Boyes, Michael Semanick, Michael Hedges and Hammond Peek"
"2005 (78th)"|"VISUAL EFFECTS"|"King Kong  -- Joe Letteri, Brian Van't Hul, Christian Rivers and Richard Taylor"
"2005 (78th)"|"WRITING (Adapted Screenplay)"|"Brokeback Mountain  -- Screenplay by Larry McMurtry & Diana Ossana"
"2005 (78th)"|"WRITING (Original Screenplay)"|"Crash  -- Screenplay by Paul Haggis & Bobby Moresco; Story by Paul Haggis"
"2005 (78th)"|"HONORARY AWARD"|"To Robert Altman in recognition of a career that has repeatedly reinvented the art form and inspired filmmakers and audiences alike."
"2005 (78th)"|"GORDON E. SAWYER AWARD"|"Gary Demos"
"2005 (78th)"|"SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award)"|"To DAVID GROBER for the concept and mechanical design and SCOTT LEWALLEN for the electronic and software design of the Perfect Horizon camera stabilization head. Perfect Horizon effectively neutralizes the extraneous motion encountered in boats, camera cars, snowmobiles or other vehicles, leaving the pan/tilt head and camera stable and level with the horizon. [Photography]"
"2005 (78th)"|"SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award)"|"To ANATOLIY KOKUSH, YURIY POPOVSKY and OLEKSIY ZOLOTAROV for the concept and development of the Russian Arm gyro-stabilized camera crane and the Flight Head. The Russian Arm and Flight Head opened new possibilities for filmmakers. With the ability to be mounted on the roof of almost any car, this remotely-operated crane and camera head can move smoothly in a 360 degree circle around the car, even while it is being driven at high speeds by actors, creating heretofore impossible perspectives. [Camera Cranes]"
"2005 (78th)"|"SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award)"|"To ANATOLIY KOKUSH for the concept and development of the Cascade series of motion picture cranes. The lightweight structure of the Cascade and Traveling Cascade Cranes enables the filmmaker to achieve heights of up to 70 feet, allowing for the placement of the camera in otherwise impossible locations. [Camera Cranes]"
"2005 (78th)"|"SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award)"|"To GARRETT BROWN for the original concept of the Skycam flying camera system -- the first use of 3-D volumetric cable technology for motion picture cinematography. In creating the first remote-controlled, cable-supported flying camera system, Garrett Brown's pioneering efforts have influenced all subsequent development in this area of technology. [Camera Cranes]"
"2005 (78th)"|"SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award)"|"To DAVID BARAFF, MICHAEL KASS and ANDREW WITKIN for their pioneering work in physically-based computer-generated techniques used to simulate realistic cloth in motion pictures. Their 1998 paper titled \"Large Steps in Cloth Simulation\" was a seminal work, providing the key in demonstrating to the industry that the calculations necessary to simulate realistic, complex cloth could be achieved efficiently and robustly. Their work provided the conceptual foundation for many cloth simulation systems in use today. [Digital Imaging Technology]"
"2005 (78th)"|"SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award)"|"To LAURIE FROST, PETER HANNAN and RICHARD LONCRAINE for the development of the remote camera head known as the Hot-Head. In use for over a quarter of a century, the Hot-Head has brought the possibility of safe, remotely-operated shots to every filmmaker. [Photography]"
"2005 (78th)"|"SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award)"|"To GARY THIELTGES for the design and development of the remotely-operated, lightweight camera head known as the Sparrow Head. This well-integrated remote system enables filmmakers to remotely pan and tilt their camera from virtually any moving vehicle, giving the opportunity for unprecedented dynamic camera angles. [Photography]"
"2005 (78th)"|"SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award)"|"To FRANK FLETCHER and DAVE SHERWIN for the introduction and continuing development of the Power Pod modular camera head system. The Power Pod system enables filmmakers to configure a remote controlled head to meet their own unique requirements. [Photography]"
"2005 (78th)"|"SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award)"|"To ALVAH MILLER, MICHAEL SORENSEN and J. WALT ADAMCZYK for the design and development of the Aerohead motion control camera head and the J-Viz Pre-Visualization system. This remote head not only serves the needs of the live-action filmmaker, but also provides the functionality of a motion-controlled head, allowing for sophisticated tiling and pre-visualization techniques. [Photography]"
"2005 (78th)"|"SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award)"|"To SCOTT LEVA for the design and development of the Precision Stunt Airbag for motion picture stunt falls. The Precision Stunt Airbag is designed to envelop the stunt jumper, even on off-center hits. This feature serves to enhance the safety of stunt performers in falls from up to 200 feet. [Stage Operations]"
"2005 (78th)"|"SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award)"|"To LEV YEVSTRATOV, GEORGE PETERS and VASILIY ORLOV for the development of the Ultimate Arm Camera Crane System for specialized vehicle photography. Representing a significant evolutionary improvement in camera car technology, this remotely-controlled, gyro-stabilized and flexible camera crane offers a highly stable platform for high-speed, rough terrain action shots. Its ingenious applications of sophisticated technology solve many of the problems inherent in chase vehicle filming. [Camera Cranes]"
"2005 (78th)"|"SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award)"|"To JAMES RODNUNSKY, ALEX MacDONALD and MARK CHAPMAN for the development of the Cablecam 3-D volumetric suspended cable camera technologies. The evolution of the Cablecam technology has made it possible to move a camera safely and accurately anywhere through a three-dimensional space. [Camera Cranes]"
"2005 (78th)"|"SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award)"|"To TIM DRNEC, BEN BRITTEN SMITH and MATT DAVIS for the development of the Spydercam 3-D volumetric suspended cable camera technologies. The evolution of the Spydercam technology has made it possible to move a camera safely and accurately anywhere through a three-dimensional space. [Camera Cranes]"
"2005 (78th)"|"SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award)"|"To JOHN PLATT and DEMETRI TERZOPOULOS for their pioneering work in physically-based computer-generated techniques used to simulate realistic cloth in motion pictures. Their 1987 paper \"Elastically Deformable Models\" was a milestone in computer graphics, introducing the concept of physically-based techniques to simulate moving, deforming objects. [Digital Imaging Technology]"
"2005 (78th)"|"SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award)"|"To ED CATMULL, for the original concept, and TONY DeROSE and JOS STAM for their scientific and practical implementation of subdivision surfaces as a modeling technique in motion picture production. Subdivision surfaces have become a preferred modeling primitive for many types of motion picture computer graphics. [Digital Imaging Technology]"
"2005 (78th)"|"SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award)"|"To HAROLD RATTRAY, TERRY CLABORN, STEVE GARLICK, BILL HOGUE and TIM REYNOLDS for the design, engineering and implementation of the Technicolor Real Time Answer Print System. This system provides a method by which filmmakers can preview real-time color corrections using actual film prints, reducing both the turnaround time and the number of reprints required. [Laboratory]"
"2005 (78th)"|"SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award)"|"To UDO SCHAUSS and HILDEGARD EBBESMEIER for the optical design and NICOLE WEMKEN and MICHAEL ANDERER for the mechanical design of the Cinelux Premiere Cinema Projection Lenses. The Cinelux Premiere Lenses incorporate an iris and aspheric elements which provide a more uniform modulation transfer function and better light transmission to the sides and corners of the theater projection screen. This reduces the traditional problems of softness in the corners, hot-spotting and varying brightness between film formats. [Projection]"
"2005 (78th)"|"JOHN A. BONNER MEDAL OF COMMENDATION"|"To Don Hall in appreciation for outstanding service and dedication in upholding the high standards of the Academy of Motion Picture Arts and Sciences."
"2006 (79th)"|"ACTOR IN A LEADING ROLE"|"Forest Whitaker -- The Last King of Scotland  {\"Idi Amin\"}"
